,id,dataset,image_file,reference
22,SSA006_OS_Scan2_7,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA006_OS_Scan2_7.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
23,SSA003_OD_Scan3_9,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA003_OD_Scan3_9.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
24,SSA005_OS_Scan2_8,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA005_OS_Scan2_8.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
25,SSA005_OD_Scan2_7,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA005_OD_Scan2_7.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
26,SSA005_OD_Scan2_11,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA005_OD_Scan2_11.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
27,SSA004_OS_Scan4_2,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA004_OS_Scan4_2.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
28,SSA004_OS_Scan4_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA004_OS_Scan4_3.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
29,SSA004_OS_Scan4_9,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA004_OS_Scan4_9.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
30,SSA002_OS_Scan3_8,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA002_OS_Scan3_8.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
31,SSA004_OD_Scan3_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA004_OD_Scan3_4.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
32,SSA003_OS_Scan4_6,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA003_OS_Scan4_6.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
33,SSA004_OS_Scan3_11,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA004_OS_Scan3_11.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
34,SSA004_OS_Scan4_8,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA004_OS_Scan4_8.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
35,SSA005_OD_Scan2_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA005_OD_Scan2_3.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
36,SSA003_OS_Scan4_10,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA003_OS_Scan4_10.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
37,SSA002_OD_Scan2_5,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA002_OD_Scan2_5.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
38,SSA007_OD_Scan2_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA007_OD_Scan2_3.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
39,SSA004_OS_Scan4_7,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA004_OS_Scan4_7.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
40,SSA005_OS_Scan2_10,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA005_OS_Scan2_10.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
41,SSA005_OD_Scan2_10,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA005_OD_Scan2_10.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
42,SSA002_OS_Scan3_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA002_OS_Scan3_3.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
43,SSA004_OD_Scan3_1,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA004_OD_Scan3_1.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
44,SSA002_OS_Scan3_9,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA002_OS_Scan3_9.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
45,SSA003_OS_Scan4_2,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA003_OS_Scan4_2.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
46,SSA002_OD_Scan2_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA002_OD_Scan2_4.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
47,SSA007_OS_Scan2_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA007_OS_Scan2_4.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
48,SSA004_OS_Scan3_8,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA004_OS_Scan3_8.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
49,SSA002_OD_Scan2_10,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA002_OD_Scan2_10.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
50,SSA007_OS_Scan2_2,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA007_OS_Scan2_2.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
51,SSA002_OD_Scan2_7,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA002_OD_Scan2_7.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
52,SSA004_OS_Scan3_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/AveragedImages/SSA004_OS_Scan3_3.jpegout_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
53,97_REPS013_OD_Scan_0,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/97_REPS013_OD_Scan_0.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
54,0099_N22_OD_Scan_2,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0099_N22_OD_Scan_2.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
55,64_REPS007_OS_Scan_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/64_REPS007_OS_Scan_3.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
56,0179_HVS020_OD_Scan_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0179_HVS020_OD_Scan_4.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
57,389_REPS043_OS_Scan_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/389_REPS043_OS_Scan_4.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
58,0677_ck053_OS_Scan_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0677_ck053_OS_Scan_4.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
59,0695_ck055_OD_Scan_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0695_ck055_OD_Scan_4.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
60,0572_ck039_OD_Scan_1,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0572_ck039_OD_Scan_1.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
61,0013_N02_OD_Scan_0,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0013_N02_OD_Scan_0.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
62,0592_ck045_OS_Scan_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0592_ck045_OS_Scan_3.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
63,0396_ck022_OS_Scan_5,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0396_ck022_OS_Scan_5.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
64,0098_HVS012_OS_Scan_1,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0098_HVS012_OS_Scan_1.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
65,0690_ck054_OS_Scan_5,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0690_ck054_OS_Scan_5.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
66,46_REPS004_OS_Scan_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/46_REPS004_OS_Scan_3.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
67,0038_N10_OD_Scan_1,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0038_N10_OD_Scan_1.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
68,0010_HVS002_OS_Scan_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0010_HVS002_OS_Scan_3.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
69,0183_N9_OD_Scan_2,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0183_N9_OD_Scan_2.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
70,164_REPS019_OS_Scan_1,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/164_REPS019_OS_Scan_1.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
71,298_REPS033_OD_Scan_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/298_REPS033_OD_Scan_3.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
72,0063_HVS009_OS_Scan_2,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0063_HVS009_OS_Scan_2.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
73,0502_ck032_OD_Scan_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0502_ck032_OD_Scan_3.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
74,0501_ck032_OD_Scan_2,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0501_ck032_OD_Scan_2.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
75,0154_HVS017_OD_Scan_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0154_HVS017_OD_Scan_3.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
76,268_REPS030_OD_Scan_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/268_REPS030_OD_Scan_3.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
77,0395_ck022_OS_Scan_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0395_ck022_OS_Scan_4.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
78,0591_ck045_OS_Scan_2,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0591_ck045_OS_Scan_2.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
79,0060_N11_OS_Scan_5,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0060_N11_OS_Scan_5.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
80,0237_ck006_OS_Scan_2,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0237_ck006_OS_Scan_2.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
81,188_REPS021_OS_Scan_1,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/188_REPS021_OS_Scan_1.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
82,0074_HVS010_OS_Scan_1,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0074_HVS010_OS_Scan_1.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
83,329_REPS036_OS_Scan_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/329_REPS036_OS_Scan_4.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
84,0152_HVS017_OD_Scan_1,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0152_HVS017_OD_Scan_1.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
85,0534_ck034_OS_Scan_5,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0534_ck034_OS_Scan_5.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
86,41_REPS004_OD_Scan_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/41_REPS004_OD_Scan_4.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
87,0129_HVS015_OD_Scan_2,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0129_HVS015_OD_Scan_2.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
88,35_REPS003_OS_Scan_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/35_REPS003_OS_Scan_4.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
89,0184_HVS020_OS_Scan_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0184_HVS020_OS_Scan_3.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
90,0192_N9_OS_Scan_5,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0192_N9_OS_Scan_5.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
91,0141_N25_OS_Scan_2,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0141_N25_OS_Scan_2.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
92,0151_HVS017_OD_Scan_0,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0151_HVS017_OD_Scan_0.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
93,0479_ck030_OD_Scan_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0479_ck030_OD_Scan_4.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
94,0126_HVS014_OS_Scan_5,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0126_HVS014_OS_Scan_5.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
95,0451_ck028_OD_Scan_0,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0451_ck028_OD_Scan_0.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
96,0297_ck012_OS_Scan_2,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0297_ck012_OS_Scan_2.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
97,0125_HVS014_OS_Scan_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0125_HVS014_OS_Scan_4.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
98,0111_HVS013_OS_Scan_2,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0111_HVS013_OS_Scan_2.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
99,11_REPS001_OS_Scan_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/11_REPS001_OS_Scan_4.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
100,215_REPS023_OS_Scan_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/215_REPS023_OS_Scan_4.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
101,0112_HVS013_OS_Scan_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0112_HVS013_OS_Scan_3.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
102,351_REPS039_OD_Scan_2,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/351_REPS039_OD_Scan_2.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
103,0047_HVS008_OD_Scan_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0047_HVS008_OD_Scan_4.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
104,0483_ck030_OS_Scan_2,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0483_ck030_OS_Scan_2.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
105,0660_ck052_OD_Scan_5,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0660_ck052_OD_Scan_5.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
106,0135_N25_OD_Scan_2,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0135_N25_OD_Scan_2.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
107,0035_N03_OS_Scan_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0035_N03_OS_Scan_4.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
108,131_REPS015_OS_Scan_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/131_REPS015_OS_Scan_4.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
109,0239_ck006_OS_Scan_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0239_ck006_OS_Scan_4.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
110,0302_ck013_OD_Scan_1,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0302_ck013_OD_Scan_1.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
111,0085_HVS011_OS_Scan_0,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0085_HVS011_OS_Scan_0.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
112,258_REPS029_OD_Scan_5,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/258_REPS029_OD_Scan_5.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
113,125_REPS015_OD_Scan_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/125_REPS015_OD_Scan_4.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
114,0328_ck017_OD_Scan_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0328_ck017_OD_Scan_3.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
115,303_REPS033_OS_Scan_2,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/303_REPS033_OS_Scan_2.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
116,0180_N5_OS_Scan_5,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0180_N5_OS_Scan_5.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
117,0452_ck028_OD_Scan_1,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0452_ck028_OD_Scan_1.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
118,0354_ck019_OD_Scan_5,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0354_ck019_OD_Scan_5.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
119,0086_HVS011_OS_Scan_1,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0086_HVS011_OS_Scan_1.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
120,0624_ck049_OD_Scan_5,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0624_ck049_OD_Scan_5.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
121,0154_N26_OS_Scan_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0154_N26_OS_Scan_3.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
122,0477_ck030_OD_Scan_2,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0477_ck030_OD_Scan_2.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
123,0263_ck009_OS_Scan_4,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0263_ck009_OS_Scan_4.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
124,250_REPS027_OD_Scan_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/250_REPS027_OD_Scan_3.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
125,0004_CK015_OD_Scan_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0004_CK015_OD_Scan_3.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
126,0508_ck032_OS_Scan_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0508_ck032_OS_Scan_3.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
127,0172_N5_OD_Scan_3,oct,/home/ipilab/simplemind-applications/oct_quick_start/galo_nifti/0172_N5_OD_Scan_3.png_0000.nii.gz,/home/ipilab/simplemind-applications/oct_quick_start/segmentations
